Full fund name;Fund ISIN;Fund Manager;Fund size;Market sector;Morningstar category;Asset Class;Sharpe ratio 3 year;Standard deviation;OCF/TER(%);rating;(Current Yr-4);(Current Yr-3);(Current Yr-2);(Current Yr-1);(Current Yr);Fund code;Fund currency;Style;Buy;Sell;AMC(%);Distribution frequency;Distribution yield
MGTS Greystone Cautious Managed Fund R Inc;GB00B8JTXR16;Margetts;97;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.24;5.94;1.70;;13.31;7.54;5.67;2.86;15.37;MRGCI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Rathbone Heritage Inst Acc;GB00B8CJW049;Rathbones;24;Consumer Cyclical;Global Large-Cap Blend Equity;Global Equity;1.46;7.6;0.9;;;9.50;11.40;9.09;15.39;RAHEA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Rathbone Heritage Inst Inc;GB00B6SCP824;Rathbones;24;Consumer Cyclical;Global Large-Cap Blend Equity;Global Equity;1.46;7.6;0.9;;;9.50;11.41;9.09;15.40;RAHEI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Invesco Perpetual Income & Growth Y Acc;GB00BJ04J077;Invesco Perpetual;521;Consumer Cyclical;UK Equity Income;UK Equity Income;0.79;9.26;0.87;;;;7.39;1.13;15.40;IIGYA;GBP;Active;0.00 ;0.00 ;0.87;6months;
Old Mutual Foundation Fund 3 R GBP Acc;GB00BJ629H28;Old Mutual;12;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;0.9;7;0.79;;;;4.02;-0.19;15.41;SKFTA;GBP;Active;0.00 ;0.00 ;0.5;6months;
Invesco Perpetual Income & Growth Y Inc;GB00BJ04J184;Invesco Perpetual;521;Consumer Cyclical;UK Equity Income;UK Equity Income;0.79;9.26;0.87;;;;7.39;1.13;15.41;IIGYI;GBP;Active;0.00 ;0.00 ;0.87;6months;
GAM Star Credit Opportunities - GBP Institutional Class Inc;IE00B54L8Q54;GAM;696;Financial Services;GBP Corporate Bond;UK Corporate Bond;1.86;4.53;1.1;;;;6.09;2.23;15.41;GSCOI;GBP;Active;0.00 ;0.00 ;0.95;1year;4.53
HSBC Income Fund Inc C;GB00B80L0G42;HSBC;212;Financial Services;UK Equity Income;UK Equity Income;0.66;8.76;0.92;;18.67;10.25;3.91;-1.16;15.48;HCINI;GBP;Active;0.00 ;0.00 ;0.8;6months;
HSBC Income Fund Acc C;GB00B8FJ1598;HSBC;212;Financial Services;UK Equity Income;UK Equity Income;0.66;8.77;0.92;;18.72;10.00;3.93;-1.16;15.50;HCINA;GBP;Active;0.00 ;0.00 ;0.8;6months;
Henderson Multi-Manager Managed I Acc;GB00B7JZZK97;Henderson;408;Financial Services;;;1.18;6.98;1.57;;18.57;9.11;6.72;3.06;15.51;NSMIA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Threadneedle Managed Equity Focused Fund Z Acc;GB00BRTM3H38;Columbia Threadneedle;771;Financial Services;;;1.3;7.08;0.98;;16.07;8.12;8.04;4.64;15.53;THGNA;GBP;Active;0.00 ;0.00 ;0.85;1year;
7IM AAP Moderately Adventurous C Acc;GB00B2PB2M73;Seven IM;709;Financial Services;;;0.82;9.11;0.66;3;15.50;10.30;10.71;-2.81;15.55;SOMCA;GBP;Active;0.00 ;0.00 ;0.5;6months;
HSBC UK Freestyle Fund Clean Inc;GB00BYNBTM23;HSBC;58;Financial Services;UK Large-Cap Blend Equity;UK Equity;;;0.93;;;;;;15.56;HSCFI;GBP;Active;0.00 ;0.00 ;0.8;1year;
BGF World Mining D4RF GBP;LU0827889725;BlackRock;4274;Basic Materials;Sector Equity Natural Resources;Commodities - General;0.1;32.52;1.31;;;7.35;-25.91;7.32;15.56;BGMND;GBP;Active;0.00 ;0.00 ;1;1year;
7IM AAP Moderately Adventurous C Inc;GB00B2PB2K59;Seven IM;709;Financial Services;;;0.82;9.12;0.66;3;15.50;10.30;10.72;-2.86;15.59;SOMCI;GBP;Active;0.00 ;0.00 ;0.5;6months;
HSBC UK Freestyle Fund Clean Acc;GB00BYNBTP53;HSBC;58;Financial Services;UK Large-Cap Blend Equity;UK Equity;;;0.93;;;;;;15.60;HSCFA;GBP;Active;0.00 ;0.00 ;0.8;1year;
CF Canlife UK Equity Income Fund C Inc;GB00B403JV05;Canada Life;168;Financial Services;UK Equity Income;UK Equity Income;0.97;8.55;0.85;;18.48;9.54;10.36;0.75;15.66;CNUII;GBP;Active;0.00 ;0.00 ;0.75;6months;
Royal London Sustainable Diversified Trust C Inc;GB00B844WJ68;Co-operative;417;Technology;GBP Moderate Allocation;Mixed Assets - Balanced;1.45;6.94;0.77;;15.05;9.26;7.75;7.58;15.66;COSDI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Templeton Latin America W Acc GBP;LU0768360785;Franklin Templeton;923;Financial Services;Latin America Equity;Emerging Markets Regional Equity;0.26;23.54;1.41;;-4.80;-6.41;-20.00;15.73;15.66;FOLAA;GBP;Active;0.00 ;0.00 ;1.1;1year;
Marlborough US Multi-Cap Income Fund P Inc;GB00B906QV32;Marlborough;30;Financial Services;US Flex-Cap Equity;North American Equity;1.27;12.05;1.01;;28.34;5.39;12.72;20.72;15.67;MHNAI;GBP;Active;0.00 ;0.00 ;0.75;1year;
CF Canlife UK Equity Income Fund C Acc;GB00B73RC112;Canada Life;168;Financial Services;UK Equity Income;UK Equity Income;0.94;8.66;0.85;;18.51;9.62;9.70;0.74;15.67;CNUIA;GBP;Active;0.00 ;0.00 ;0.75;6months;
SLI MyFolio Managed IV Plat 1 Acc;GB00B759VC93;Standard Life;1026;Financial Services;;;1.17;6.9;1.08;;16.86;9.90;9.64;0.32;15.67;SLMDM;GBP;Active;0.00 ;0.00 ;0.4;1year;
Newton Multi-Asset Diversified Return Fund Institutional Shares W (Net Income);GB00B8HJ5779;Newton;102;Technology;;;1.31;5.6;0.70;;;7.42;5.24;0.78;15.68;NWPMI;GBP;Active;0.00 ;0.00 ;0.62;6months;
Royal London Sustainable Diversified Trust C Acc;GB00B79LTQ12;Co-operative;417;Technology;GBP Moderate Allocation;Mixed Assets - Balanced;1.47;6.94;0.77;;;9.22;7.75;7.99;15.69;COSDA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Newton Multi-Asset Diversified Return Fund Institutional Shares W Accumulation;GB00B81C8395;Newton;102;Technology;;;1.31;5.59;0.70;;7.58;7.42;5.25;0.77;15.70;NWPMA;GBP;Active;0.00 ;0.00 ;0.62;6months;
Majedie Investments PLC;GB0005555221;Majedie;108;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.16;11.98;1.66;2;9.80;11.02;16.32;7.95;15.71;MAJEL;GBP;Active;0.50 ;0.00 ;0.82;6months;
iShares Asia Pacific Dividend UCITS ETF USD Dist (GBP);IE00B14X4T88;IShares;363;Communication Services;Asia-Pacific inc. Japan Equity;Asia Pacific Equity excl Japan;0.52;16.23;0.59;2;10.75;-0.64;-12.95;8.01;15.73;XIAPD;GBP;Passive;0.00 ;0.00 ;0.59;Quarter;
iShares MSCI Brazil UCITS ETF USD Dist (GBP);IE00B0M63516;IShares;240;Financial Services;Brazil Equity;Emerging Markets Regional Equity;0.22;38.23;0.74;;-12.34;-2.49;-25.38;7.46;15.76;XIMSB;GBP;Passive;0.00 ;0.00 ;0.74;Quarter;
Premier Multi-Asset Distribution Fund C Acc;GB00BTHH0B79;Premier;1249;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.35;5.58;1.36;;18.01;12.01;9.77;-0.63;15.78;PMMDA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Premier Liberation No IV Class C Accumulation;GB00B5N42Z23;Premier;89;Technology;GBP Moderate Allocation;Mixed Assets - Balanced;1.43;5.56;1.31;4;13.75;10.34;6.74;2.75;15.80;PMLFA;GBP;Active;0.00 ;0.00 ;0.6;Quarter;
Aviva Investors US Equity Income Fund II Share Class 2 Inc;GB00BCGD4P92;Aviva Investors;321;Financial Services;US Large-Cap Value Equity;North American Equity;1.12;12.19;0.88;;;;7.52;19.69;15.80;NUETI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Premier Liberation No IV Class C Income;GB00B55VCJ57;Premier;89;Technology;GBP Moderate Allocation;Mixed Assets - Balanced;1.42;5.57;1.31;4;13.60;10.14;6.89;2.64;15.81;PMLFI;GBP;Active;0.00 ;0.00 ;0.6;Quarter;
Premier Multi-Asset Distribution Class C Income;GB00B40RNW10;Premier;1249;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.38;5.59;1.36;;19.14;12.99;10.21;-0.66;15.82;PMMDI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Fidelity Funds - America Fund Y-ACC-USD;LU0318939179;Fidelity;6527;Technology;US Large-Cap Blend Equity;North American Equity;1.48;11.14;1.03;;30.46;12.09;21.41;18.25;15.82;YAMD;USD;Active;0.00 ;0.00 ;0.8;1year;
Newton Global Opportunities Institutional W Acc;GB00B83R9Z17;Newton;340;Consumer Defensive;Global Large-Cap Blend Equity;Global Equity;1.4;10.54;0.83;;22.03;7.25;13.46;17.10;15.86;NWGOA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Newton Global Opportunities Institutional W Inc;GB00B8C1LK38;Newton;340;Consumer Defensive;Global Large-Cap Blend Equity;Global Equity;1.41;10.51;0.83;;;7.26;13.47;17.09;15.86;NWGOI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Aberdeen Japan Equity Fund I Acc;GB0004521737;Aberdeen;471;Industrials;Japan Large-Cap Equity;Japan;1.09;14.65;0.87;;22.98;0.21;18.04;17.63;15.86;ABJGA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Funds - America Fund Y-USD;LU1064925735;Fidelity;6527;Technology;US Large-Cap Blend Equity;North American Equity;1.48;11.12;1.03;;;;21.37;18.13;15.87;YAYUS;USD;Active;0.00 ;0.00 ;0.8;1year;
AXA Framlington Managed Balanced Z Inc;GB00B7MQY793;AXA IM;1093;Financial Services;;;1.14;7.42;0.69;;18.00;9.14;6.16;4.15;15.89;FMMAI;GBP;Active;0.00 ;0.00 ;0.62;1year;
Pictet Security-i dy GBP;LU0448836865;Pictet;2180;Industrials;Global Flex-Cap Equity;Global Equity;1.69;10.33;1.21;5;21.46;7.14;22.26;18.47;15.89;PTSDG;GBP;Active;0.00 ;0.00 ;0.8;1year;
FP Verbatim Portfolio 5 Growth Fund B Acc;GB00B3P2HB11;FP Verbatim;103;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.21;6.64;1.31;4;15.09;8.39;6.74;3.40;15.90;VEPJA;GBP;Active;0.00 ;0.00 ;0.65;1year;
MI Hawksmoor The Vanbrugh Fund C Income shares;GB00BJ4GVR00;Hawksmoor;114;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.7;4.58;1.67;;14.03;9.03;4.59;4.71;15.91;PXVCI;GBP;Active;0.00 ;0.00 ;0.75;6months;
JPM Global Equity Income Fund C - Net Income (GBP hedged);GB00B235J313;J.P. Morgan Asset Management;67;Financial Services;Global Equity - Currency Hedged;Global Equity;0.79;9.12;0.93;;20.64;16.63;5.15;-0.47;15.92;SPGII;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
MI Hawksmoor The Vanbrugh Fund C Accumulation shares;GB00BJ4GVQ92;Hawksmoor;114;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.7;4.58;1.61;;14.03;9.40;4.62;4.70;15.92;PXVCA;GBP;Active;0.00 ;0.00 ;0.75;6months;
AXA Framlington Managed Balanced Z Acc;GB00B7MMHK16;AXA IM;1071;Financial Services;;;1.14;7.4;0.69;;18.00;9.19;6.02;4.11;15.94;FMMAA;GBP;Active;0.00 ;0.00 ;0.62;1year;
CF Woodford Equity Income Fund C Inc;GB00BLRZQ620;Woodford;10151;Healthcare;UK Equity Income;UK Equity Income;1.08;9.48;0.75;;;;16.96;2.33;15.96;WIEII;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Schroder UK Growth Fund Plc;GB0007913485;Schroder;203;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.6;9.8;0.32;2;34.98;7.78;1.37;-0.31;15.98;SDULL;GBP;Active;0.50 ;0.00 ;0.32;6months;
Premier Global Infrastructure Income Fund C Acc;GB00BTHH0732;Premier Portfolio Managers Limited;46;Utilities;Sector Equity Ecology;Global Equity;1;10.86;1.14;;17.95;18.39;0.70;15.37;16.00;PMGUA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
CF Woodford Equity Income Fund C Acc;GB00BLRZQ737;Woodford;10151;Healthcare;UK Equity Income;UK Equity Income;1.08;9.49;0.75;;;;16.93;2.35;16.00;WIEIA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Total Clarity Portfolio 5 Fund A Shares;GB00B4WHDG30;Architas;39;Financial Services;;;1.06;7.71;0.73;3;14.37;8.21;5.27;4.91;16.01;TCPOA;GBP;Active;0.00 ;0.00 ;0.4;6months;
Premier Global Infrastructure Income Fund Class C Inc;GB0031637738;Premier Portfolio Managers Limited;46;Utilities;Sector Equity Ecology;Global Equity;1.02;10.87;1.14;;18.87;19.28;1.19;15.35;16.01;PMGPI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
JPM Global Equity Income Fund C - Net Accumulation (GBP hedged);GB00B8DB5B19;J.P. Morgan Asset Management;64;Financial Services;Global Equity - Currency Hedged;Global Equity;0.79;9.07;0.93;;;16.68;5.34;-0.50;16.01;SPGIA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Fidelity Japanese Values PLC;GB0003328555;Fidelity;187;Consumer Cyclical;Japan Small/Mid-Cap Equity;Japan Equity;1.12;15.61;1.46;2;31.77;0.94;16.11;22.35;16.03;FJVL;GBP;Active;0.50 ;0.00 ;0.85;1year;
HSBC UK Growth & Income Fund Acc C;GB00B715G377;HSBC;985;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.72;8.9;0.92;;23.76;8.60;7.06;-2.73;16.03;HCGTA;GBP;Active;0.00 ;0.00 ;0.8;6months;
HSBC UK Growth & Income Fund Inc C;GB00B86PKV52;HSBC;985;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.64;9.24;0.92;;23.73;8.60;7.10;-4.28;16.04;HCGTI;GBP;Active;0.00 ;0.00 ;0.8;6months;
Fidelity Funds - Euro Balanced Fund Y-ACC-Euro;LU0346389934;Fidelity;848;Financial Services;EUR Moderate Allocation;Mixed Assets - Balanced;1.07;9.26;0.85;5;25.17;8.92;-0.88;11.22;16.06;YEUB;EUR;Active;0.00 ;0.00 ;0.6;1year;
Aberdeen Diversified Core Growth Fund I Acc;GB00BVTW3820;Aberdeen Fund Management Limited;169;Technology;GBP Moderate Allocation;Mixed Assets - Balanced;;;0.45;;;;;3.34;16.07;CMCGA;GBP;Active;0.00 ;0.00 ;0.4;1year;
CF Canlife Global Infrastructure Fund C Acc;GB00B8BSTB27;Canada Life;11;Utilities;Sector Equity Infrastructure;Global Equity;0.98;10.71;1.22;;;11.63;1.77;12.88;16.10;CNGFA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Artemis UK Special Situations Fund Class I Acc;GB00B2PLJQ03;Artemis;983;Industrials;UK Flex-Cap Equity;UK Equity;0.66;9.31;0.81;;26.02;15.53;6.28;-3.48;16.11;ATSSA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Guinness Global Equity Income Fund class Y GBP Dist;IE00BVYPP131;Guinness;326;Healthcare;Global Equity Income;Global Equity Income;1.27;10.15;0.99;;23.47;8.03;5.03;18.61;16.13;GUGEI;GBP;Active;0.00 ;0.00 ;0.5;6months;
Guinness Global Equity Income Fund class Y GBP Acc;IE00BVYPNY24;Guinness;326;Healthcare;Global Equity Income;Global Equity Income;1.27;10.15;0.99;;23.47;8.03;5.03;18.94;16.13;GUGEA;GBP;Active;0.00 ;0.00 ;0.5;6months;
Woodford Patient Capital Trust Plc;GB00BVG1CF25;Woodford Investment Management Ltd;0;Healthcare;;;;;0.1;;;;;-14.59;16.19;WPCT;GBP;Active;0.50 ;0.00 ;0;1year;
Fidelity MoneyBuilder Growth Fund Y-Income;GB00B6840Q15;Fidelity;598;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.77;10.05;0.67;4;29.12;11.99;12.24;-4.27;16.26;YRMGI;GBP;Active;0.00 ;0.00 ;0.5;6months;
City Merchants High Yield Trust Limited;JE00B6RMDP68;Invesco Perpetual;0;Basic Materials;GBP Flexible Bond;UK Aggregate Bond;1.1;6.36;1.01;4;23.16;12.79;3.52;2.08;16.28;CMHYL;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Newton Global Income Inst Fund W Inc;GB00B8BQG486;Newton;5707;Consumer Defensive;Global Equity Income;Global Equity Income;1.5;10.74;0.79;;;6.45;5.60;28.88;16.34;NWGLI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Newton Global Income Inst Fund W Acc;GB00B7S9KM94;Newton;5707;Consumer Defensive;Global Equity Income;Global Equity Income;1.5;10.74;0.79;;17.91;6.45;5.60;28.87;16.35;NWGLA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
JOHCM Global Opportunities Fund A GBP Inc;IE00B89PQM59;J O Hambro;329;Utilities;Global Large-Cap Blend Equity;Global Equity;1.78;9.16;0.87;;23.70;10.02;12.05;22.79;16.36;JOGOI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Margetts Opes Income Fund R Acc;GB00B8K7MQ61;Margetts;7;Financial Services;;;0.92;8.12;1.7;;13.14;8.96;6.24;1.62;16.37;MROIA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Margetts Opes Income Fund R Inc;GB00B83VP222;Margetts;7;Financial Services;;;0.92;8.1;1.7;;11.40;8.96;6.26;1.62;16.38;MROII;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity Funds - Singapore Fund Y-ACC-USD;LU0346391914;Fidelity;61;Financial Services;Singapore Equity;Asia Pacific Equity excl Japan;0.65;13.72;1.06;4;18.95;-1.33;4.67;7.77;16.39;YSIN;USD;Active;0.00 ;0.00 ;0.8;1year;
HSBC Global Strategy Balanced Portfolio C Inc;GB00B7PHDP01;HSBC;95;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.37;7.34;0.19;;12.31;8.30;6.07;8.91;16.39;HCWBI;GBP;Active;0.00 ;0.00 ;0.1;6months;
HSBC Global Strategy Balanced Portfolio C Acc;GB00B76WP695;HSBC;95;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.38;7.3;0.19;;11.71;8.33;6.03;8.98;16.40;HCWBA;GBP;Active;0.00 ;0.00 ;0.1;6months;
F&C MM Lifestyle Cautious Fund B Acc;GB00B7MXZP57;F&C (BMO GAM);327;Financial Services;GBP Moderate Allocation;Mixed Assets - Balanced;1.19;6.62;1.02;;;9.42;8.67;0.46;16.43;FCLSC;GBP;Active;0.00 ;0.00 ;0.5;1year;
Fidelity Funds - American Diversified Fund Y-ACC-USD;LU0346390437;Fidelity;81;Technology;US Large-Cap Blend Equity;North American Equity;1.46;10.67;1.07;3;25.82;10.93;19.31;15.14;16.44;YADI;USD;Active;0.00 ;0.00 ;0.8;1year;
JPM UK Higher Income Fund C - Net Income;GB00B235S124;J.P. Morgan Asset Management;293;Financial Services;UK Equity Income;UK Equity Income;0.88;8.23;0.93;;;13.32;6.17;-1.48;16.44;SPHNI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Legal & General Multi Manager Balanced Trust (I) - Acc;GB00B8L25945;Legal & General;25;Financial Services;;;0.83;7.96;1.55;;7.48;8.82;5.51;-0.79;16.45;LGMBA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Close Tactical Select Passive Balanced Fund - X (Accumulation);GB00B8HS8W08;Close Brothers;43;Financial Services;;;1.22;7.79;0.51;;11.63;7.96;7.32;5.39;16.45;CLTBA;GBP;Active;0.00 ;0.00 ;0.3;6months;
Utilico Emerging Markets Limited Ordinary shares;BMG931151069;ICM Ltd.;360;Industrials;Global Emerging Markets Equity;Emerging Markets Global Equity;0.76;14.09;1.1;4;14.63;6.48;5.11;8.23;16.46;UEMLL;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
JPM UK Higher Income Fund C - Net Accumulation;GB00B235RX72;J.P. Morgan Asset Management;293;Financial Services;UK Equity Income;UK Equity Income;0.88;8.22;0.93;;19.39;13.39;6.02;-1.47;16.47;SPHNA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Murray Income Trust Plc;GB0006111123;Aberdeen;491;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.69;10.35;0.74;3;19.69;14.11;-2.31;5.96;16.52;MUTLL;GBP;Active;0.50 ;0.00 ;0.55;Quarter;
City Financial Multi Asset Growth Fund R Acc;GB00BDZTGW68;City Financial;32;Financial Services;;;0.8;8.94;1.84;;;;10.33;-5.35;16.54;CTMRA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Legal & General Multi Manager Balanced Trust (I) - Inc;GB00B8L29M57;Legal & General;25;Financial Services;;;0.83;7.96;1.55;;7.47;8.79;5.53;-0.79;16.55;LGMBI;GBP;Active;0.00 ;0.00 ;0.75;6months;
FP Argonaut European Alpha Fund Class R GBP Income;GB00B7JXMD51;Argonaut;283;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;0.78;11.77;0.89;;;18.79;9.57;-3.97;16.55;AGALI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity Funds - Australia Fund Y-ACC-AUD;LU0346392649;Fidelity;330;Financial Services;;;0.51;16.12;1.07;4;17.05;4.78;-7.32;15.83;16.55;YAUS;AUD;Active;0.00 ;0.00 ;0.8;1year;
GAM Star Credit Opportunities - GBP Institutional Class;IE00B510J173;GAM;696;Financial Services;GBP Corporate Bond;UK Corporate Bond;1.86;4.53;1.1;;14.51;18.51;6.14;3.21;16.55;GSCOA;GBP;Active;0.00 ;0.00 ;0.95;1year;4.53
Henderson Institutional Global Care Managed I Acc;GB00B4LMJ388;Henderson;260;Technology;;;1.23;7.92;0.85;;20.30;12.87;11.66;2.42;16.56;HDGMA;GBP;Active;0.00 ;0.00 ;0.75;6months;
FP Argonaut European Alpha Fund Class R GBP Accumulation;GB00B7MW8T72;Argonaut;283;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;0.78;11.77;0.89;;31.72;18.83;9.58;-3.97;16.56;AGALA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Henderson Global Care UK Income I Inc;GB0005030373;Henderson;191;Financial Services;UK Equity Income;UK Equity Income;0.99;10;0.84;;26.65;16.95;14.56;-1.35;16.67;HDGUI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Majedie Asset Management US Equity Fund Class Z GBP Accumulation;IE00BNGWY083;Majedie;227;Technology;US Large-Cap Blend Equity;North American Equity;1.66;10.01;0.85;;;;25.90;11.70;16.67;MJUZA;GBP;Active;0.00 ;0.00 ;0.75;1year;
SLI MyFolio Managed Income V Plat 1 Acc;GB00B6X5QZ08;Standard Life;9;Financial Services;;;1.16;7.2;1.27;;15.20;8.18;8.21;1.27;16.70;SLFOI;GBP;Active;0.00 ;0.00 ;0.4;Quarter;
Vanguard FTSE 100;IE00B810Q511;Vanguard;2666;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.67;10.14;0.09;;15.75;12.34;0.42;2.96;16.70;XVFCI;GBP;Passive;0.00 ;0.00 ;0.09;Quarter;
IFSL Sinfonia Income & Growth Portfolio Class A Accumulation;GB00B2R2XR03;BNP Paribas;27;Financial Services;;;1.05;7.19;1.1;3;13.94;7.11;6.57;1.81;16.71;SFIGR;GBP;Active;0.00 ;0.00 ;0.65;6months;
IFSL Sinfonia Income & Growth Portfolio Class A Income;GB00B2R2XS10;BNP Paribas;27;Financial Services;;;1.02;7.24;1.1;3;13.94;6.99;6.20;1.80;16.72;SFIGW;GBP;Active;0.00 ;0.00 ;0.65;6months;
SLI MyFolio Managed Income V Plat 1 Inc;GB00B7FC9912;Standard Life;9;Financial Services;;;1.14;7.22;1.27;;17.59;8.10;6.97;1.17;16.75;SLFOJ;GBP;Active;0.00 ;0.00 ;0.4;Quarter;
GAM Star Growth GBP Z Acc;IE00B8H60G28;GAM;205;Technology;;;0.97;8.36;1.28;;;8.93;7.13;0.43;16.85;GAZZA;GBP;Active;0.00 ;0.00 ;0.35;1year;
FAST - Europe Fund W-ACC-GBP;LU1033632099;Fidelity;672;Healthcare;Europe Large-Cap Blend Equity;Europe Equity;0.72;10.34;1.26;;;;5.94;-2.31;16.86;WFEWA;GBP;Active;0.00 ;0.00 ;1;1year;
Lazard Managed Balanced A Acc;GB00B3DVTR01;Lazard;34;Financial Services;;;1.14;8.1;0.93;;15.63;9.98;7.31;4.18;16.87;LZMIA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Jupiter Merlin Balanced Portfolio I Acc;GB00B4351D99;Jupiter Asset Management;1701;Financial Services;;;1.34;7.84;1.63;;15.77;5.86;9.70;6.42;16.92;JUBIA;GBP;Active;0.00 ;0.00 ;0.75;6months;
iShares S&P 500 GBP Hedged UCITS ETF Acc (GBP);IE00B3Y8X563;IShares;183;Technology;;;0.88;10.27;0.45;;21.07;23.49;6.43;1.47;16.93;XISHA;GBP;Passive;0.00 ;0.00 ;0.45;1year;
First State Global Listed Infrastructure Securities B Inc;GB00B24HK556;First State;2473;Utilities;Sector Equity Infrastructure;Global Equity;1.38;12.25;0.8;;16.79;12.05;7.21;28.68;16.93;FTGIB;GBP;Active;0.00 ;0.00 ;0.75;6months;
CF Canlife Portfolio VI Fund C Acc;GB00B9BQBN99;Canada Life;49;Financial Services;;;1.19;7.31;0.87;;;;9.87;0.50;16.94;CNPFA;GBP;Active;0.00 ;0.00 ;0.45;6months;
First State Global Listed Infrastructure Securities B Acc;GB00B24HJL45;First State;2473;Utilities;Sector Equity Infrastructure;Global Equity;1.38;12.25;0.79;;16.79;12.05;7.16;28.71;16.95;FTGIA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Jupiter Merlin Balanced Portfolio I Inc;GB00B3X5X818;Jupiter Asset Management;1701;Financial Services;;;1.34;7.82;1.63;;15.80;5.35;9.71;6.46;16.97;JUBII;GBP;Active;0.00 ;0.00 ;0.75;6months;
Stewart Investors Worldwide Leaders Fund B Acc;GB0030978729;First State;44;Consumer Defensive;Global Large-Cap Blend Equity;Global Equity;1.44;10.83;1.02;;25.62;7.04;6.54;25.50;16.98;FTGOA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity Funds - European Dividend Fund Y-ACC-Euro;LU0353648032;Fidelity;308;Consumer Defensive;Europe Equity Income;Europe Equity Income;0.91;11.1;1.07;3;18.58;11.82;-1.54;14.29;16.99;YEDA;EUR;Active;0.00 ;0.00 ;0.8;1year;
Marlborough ETF Global Growth Fund P Acc;GB00B8B83G50;Marlborough;2;Real Estate;Global Flex-Cap Equity;Global Equity;0.99;9.44;1.2;;21.23;5.05;4.00;6.62;17.00;MHEGA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Lazard Managed Balanced A Inc;GB0031595787;Lazard;35;Financial Services;;;1.15;8.05;0.96;;15.55;9.93;7.38;4.09;17.03;LZMBI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Barclays Wealth Global Markets 4 R Accumulation;GB00B4ZFH287;Barclays;10;Financial Services;;;0.83;8.13;0.45;2;7.25;12.05;1.14;1.69;17.04;BCMKA;GBP;Active;0.00 ;0.00 ;0.35;1year;
Vanguard LifeStrategy 80% Equity Acc;GB00B4PQW151;Vanguard;1342;Financial Services;;;1.47;7.87;0.22;;16.07;9.16;8.00;10.84;17.04;VAEEA;GBP;Passive;0.00 ;0.00 ;0.22;1year;
