"","Holding","Fund ISIN","Fund Manager","Fund size","Market sector","Morningstar category","Asset Class","Sharpe ratio 3 year","Standard deviation","OCF/TER(%)","rating","(Current Yr-4)","(Current Yr-3)","(Current Yr-2)","(Current Yr-1)","(Current Yr)","Fund code","Fund currency","Style","Buy","Sell","AMC(%)","Distribution frequency","Distribution yield","HoldingM"
"711","SLI American Equity Income Fund Acc","GB00BYV20911","Standard Life",53,"Financial Services","US Large-Cap Blend Equity","North American Equity",NA,NA,0.94,NA,NA,NA,NA,NA,19.73,"SLAEA","GBP","Active",0,0,0.75,"Quarter",NA,"SLIAmericanEquityIncomeFundAcc"
"712","JPM Natural Resources Fund C - Net Accumulation","GB00B88MP089","J.P. Morgan Asset Management",718,"Basic Materials","Sector Equity Natural Resources","Commodities - General",0,26.87,0.93,NA,-23.2,17.58,-28.31,2.49,19.74,"SPNRA","GBP","Active",0,0,0.75,"1year",NA,"JPMNaturalResourcesFundC-NetAccumulation"
"713","JPM Natural Resources Fund C - Net Income","GB00B61M9437","J.P. Morgan Asset Management",718,"Basic Materials","Sector Equity Natural Resources","Commodities - General",0,26.86,0.93,NA,NA,17.57,-28.33,2.46,19.75,"SPNRI","GBP","Active",0,0,0.75,"1year",NA,"JPMNaturalResourcesFundC-NetIncome"
"714","Barclays UK Alpha (Series 2) R Accumulation","GB00B3PLKF36","Barclays",50,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.8,8.9,1.22,NA,NA,16.77,5.14,-4.33,19.76,"BKSRA","GBP","Active",0,0,0.9,"1year",NA,"BarclaysUKAlpha(Series2)RAccumulation"
"715","SLI American Equity Income Fund Inc","GB00BYV20B36","Standard Life",53,"Financial Services","US Large-Cap Blend Equity","North American Equity",NA,NA,0.94,NA,NA,NA,NA,NA,19.76,"SLAEI","GBP","Active",0,0,0.75,"Quarter",NA,"SLIAmericanEquityIncomeFundInc"
"716","7IM US Equity Value C Inc","GB00BWBSHX88","Seven IM",171,"Technology","US Large-Cap Blend Equity","North American Equity",NA,NA,0.35,NA,NA,NA,NA,10.43,19.78,"SUSVI","GBP","Active",0,0,0.25,"6months",NA,"7IMUSEquityValueCInc"
"717","Invesco Perpetual Managed Income Y Acc","GB00BJ04JQ34","Invesco Perpetual",350,"Financial Services","","",1.25,7.9,1.03,NA,NA,NA,7.84,3.13,19.78,"IMIYA","GBP","Active",0,0,1.03,"Quarter",NA,"InvescoPerpetualManagedIncomeYAcc"
"718","Invesco Perpetual Managed Income Y Inc","GB00BJ04JR41","Invesco Perpetual",350,"Financial Services","","",1.25,7.91,1.03,NA,NA,NA,7.84,3.13,19.79,"IMIYI","GBP","Active",0,0,1.03,"Quarter",NA,"InvescoPerpetualManagedIncomeYInc"
"719","Fidelity Funds - American Growth Fund Y-ACC-USD","LU0318939252","Fidelity",642,"Industrials","US Large-Cap Growth Equity","North American Equity",1.62,10.2,1.05,NA,25.39,16.06,20.25,11.72,19.8,"YAGD","USD","Active",0,0,0.8,"1year",NA,"FidelityFunds-AmericanGrowthFundY-ACC-USD"
"720","Polar Capital Global Alpha Fund I GBP","IE00B8HV0Q78","Polar Capital",105,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.51,9,0.91,4,NA,4.16,7.47,13.67,19.83,"POGAI","GBP","Active",0,0,0.75,"1year",NA,"PolarCapitalGlobalAlphaFundIGBP"
"721","Total Clarity Portfolio 6 Fund A Shares","GB00B4W0ZG69","Architas",22,"Financial Services","","",0.97,9.17,0.84,2,14.16,8.83,4.88,3.7,19.85,"TCPSA","GBP","Active",0,0,0.4,"6months",NA,"TotalClarityPortfolio6FundAShares"
"722","Fidelity Funds - International Fund Y-ACC-USD","LU0370789132","Fidelity",1506,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.51,9.55,1.05,5,24.73,9.96,13.29,12.35,19.86,"YINT","USD","Active",0,0,0.8,"1year",NA,"FidelityFunds-InternationalFundY-ACC-USD"
"723","HSBC World Selection Dynamic Portfolio C Acc","GB00B886CK92","HSBC",854,"Financial Services","","",1.29,9,0.81,NA,18.58,11.35,7.75,8.58,19.88,"HSSDA","GBP","Active",0,0,0.55,"6months",NA,"HSBCWorldSelectionDynamicPortfolioCAcc"
"724","Threadneedle US Equity Income L Inc","GB00BZ563T77","Columbia Threadneedle",117,"Technology","US Large-Cap Value Equity","North American Equity",1.5,10.77,0.65,NA,29.16,8.46,13.06,17.66,19.89,"THULI","GBP","Active",0,0,0.6,"Quarter",NA,"ThreadneedleUSEquityIncomeLInc"
"725","TM Cavendish North American Fund B Inc","GB00B60SMG56","Cavendish",114,"Technology","US Flex-Cap Equity","North American Equity",1.18,12.16,0.81,2,20.36,6.71,14.76,10.48,19.93,"CANAI","GBP","Active",0,0,0.75,"1year",NA,"TMCavendishNorthAmericanFundBInc"
"726","Old Mutual Cirilium Balanced Portfolio R Acc","GB00B2Q8V204","Old Mutual",525,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.45,5.98,1.24,5,16.72,6.71,6.95,1.14,19.93,"CIBFA","GBP","Active",0,0,0.75,"1year",NA,"OldMutualCiriliumBalancedPortfolioRAcc"
"727","Legal & General UK 100 Index Trust (I) - Inc","GB00B0CNH494","Legal & General",540,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.7,9.91,0.1,NA,15.86,11.44,1.18,0.64,19.93,"LGUXI","GBP","Passive",0,0,0.07,"6months",NA,"Legal&GeneralUK100IndexTrust(I)-Inc"
"728","Schroder Income Maximiser Acc Z","GB00B5B0KM51","Schroder",1114,"Financial Services","UK Equity Income","UK Equity Income",0.75,9.07,0.91,NA,28.89,11.87,6.17,-5.13,19.95,"SCMAZ","GBP","Active",0,0,0.75,"Quarter",NA,"SchroderIncomeMaximiserAccZ"
"729","Schroder UK Alpha Income Fund Z Inc","GB00B073JS25","Schroder",503,"Financial Services","UK Equity Income","UK Equity Income",0.83,9.51,0.91,NA,28.59,13.55,8,-3.83,19.97,"CXUEI","GBP","Active",0,0,0.75,"6months",NA,"SchroderUKAlphaIncomeFundZInc"
"730","Schroder Income Maximiser Inc Z","GB00B53FRD82","Schroder",1114,"Financial Services","UK Equity Income","UK Equity Income",0.74,9.19,0.91,NA,28.92,11.88,6.18,-5.12,19.97,"SCMIZ","GBP","Active",0,0,0.75,"Quarter",NA,"SchroderIncomeMaximiserIncZ"
"731","Jupiter Income Trust I Class Inc","GB00B6QR2553","Jupiter",2388,"Financial Services","UK Equity Income","UK Equity Income",1.1,8.96,0.94,NA,17.04,14.89,3.96,6.24,19.99,"JUITI","GBP","Active",0,0,0.75,"6months",NA,"JupiterIncomeTrustIClassInc"
"732","FP Octopus Fixed Income Fund B Inc","GB00B407SY80","Octopus",72,"Financial Services","Global Bond - GBP Hedged","Global Aggregate Bond",1.09,2.71,0.99,3,2.11,3.76,1,5.27,2.34,"OIFXI","GBP","Active",0,0,0.55,"6months",NA,"FPOctopusFixedIncomeFundBInc"
"733","FP Octopus Fixed Income Fund B Acc","GB00B41NRM60","Octopus",72,"Financial Services","Global Bond - GBP Hedged","Global Aggregate Bond",1.09,2.7,0.99,3,2.16,3.85,1,5.24,2.35,"OIFXA","GBP","Active",0,0,0.55,"6months",NA,"FPOctopusFixedIncomeFundBAcc"
"734","Oasis Crescent Variable Balanced Fund Class F (GBP) Dist","IE00BQSTHL02","Oasis Crescent",5,"Consumer Cyclical","","",NA,NA,1.22,NA,NA,NA,NA,-0.25,2.43,"OAVFD","GBP","Active",0,0,1,"Quarter",NA,"OasisCrescentVariableBalancedFundClassF(GBP)Dist"
"735","CF Canlife Strategic Return Fund C Acc","GB00BKRC1831","Canada Life",21,"Financial Services","Alt - Multistrategy","Mixed Assets - Flexible",0.6,8.6,1,NA,NA,NA,1.62,11.17,2.44,"CNSRA","GBP","Active",0,0,0.75,"6months",NA,"CFCanlifeStrategicReturnFundCAcc"
"736","Oasis Crescent Variable Balanced Fund Class F (GBP) Acc","IE00BQSTHM19","Oasis Crescent",5,"Consumer Cyclical","","",NA,NA,1.27,NA,NA,NA,NA,0.59,2.47,"OAVFA","GBP","Active",0,0,1,"Quarter",NA,"OasisCrescentVariableBalancedFundClassF(GBP)Acc"
"737","SLI Global Absolute Returns Strat P1 Acc","GB00B7K3T226","Standard Life",25082,"Financial Services","Alt - Multistrategy","Mixed Assets - Flexible",0.21,4.28,0.89,NA,7.28,5.19,7.14,-4.69,2.67,"SLGAS","GBP","Active",0,0,0.75,"1year",NA,"SLIGlobalAbsoluteReturnsStratP1Acc"
"738","Artemis US Absolute Return Fund Class I Acc (Hedged)","GB00BMMV5N27","Artemis",306,"Technology","","",NA,NA,0.9,NA,NA,NA,NA,5.76,2.73,"ATURA","GBP","Active",0,0,0.75,"1year",NA,"ArtemisUSAbsoluteReturnFundClassIAcc(Hedged)"
"739","CF Canlife Global Resource Fund C Acc","GB00B76N3G84","Canada Life",14,"Energy","Sector Equity Natural Resources","Commodities - General",-0.08,23.01,1.2,NA,NA,20.16,-23.37,7.73,2.93,"CNGRA","GBP","Active",0,0,0.75,"6months",NA,"CFCanlifeGlobalResourceFundCAcc"
"740","Old Mutual Global Property Securities R Portfolio Hedged Inc","GB00B84XYZ39","Northwood Securities LLC",47,"Real Estate","Property - Indirect Other","Property - Listed",0.75,12.45,1.15,NA,13.86,2.72,8.02,16.98,2.96,"SKGRI","GBP","Active",0,0,1,"6months",NA,"OldMutualGlobalPropertySecuritiesRPortfolioHedgedInc"
"741","Schroder UK Alpha Income Fund Z Acc","GB00B7F32Y08","Schroder",503,"Financial Services","UK Equity Income","UK Equity Income",0.84,9.5,0.91,NA,NA,13.58,8.01,-3.84,20,"CXUEA","GBP","Active",0,0,0.75,"6months",NA,"SchroderUKAlphaIncomeFundZAcc"
"742","Legal & General UK 100 Index Trust (I) - Acc","GB00B0CNH502","Legal & General",561,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.69,9.92,0.1,NA,15.99,11.43,1.17,0.61,20.04,"LGUXA","GBP","Passive",0,0,0.07,"6months",NA,"Legal&GeneralUK100IndexTrust(I)-Acc"
"743","Jupiter Income Trust I Class Acc","GB00B5VXKR95","Jupiter",2388,"Financial Services","UK Equity Income","UK Equity Income",1.09,8.99,0.94,NA,17.09,14.83,3.97,6.2,20.06,"JUITA","GBP","Active",0,0,0.75,"6months",NA,"JupiterIncomeTrustIClassAcc"
"744","Schroder ISF Latin American A Distribution GBP","LU0242619483","Schroder",178,"Financial Services","Latin America Equity","Emerging Markets Regional Equity",0.16,25.63,1.96,NA,-2.59,-6.89,-19.93,3.37,20.07,"SDLAM","GBP","Active",0,0,1.5,"1year",NA,"SchroderISFLatinAmericanADistributionGBP"
"745","FP Tatton Oak Advanced B Acc","GB00B63B9H15","Octopus",29,"Financial Services","","",1.14,8.44,0.99,NA,17.64,8.2,9.87,0.82,20.08,"RIABA","GBP","Active",0,0,0.75,"1year",NA,"FPTattonOakAdvancedBAcc"
"746","Man GLG Balanced Managed Fund Prof Acc C","GB00B87M3166","Man GLG",820,"Financial Services","","",0.95,7.74,0.9,NA,19.95,12.53,8.55,-5.06,20.09,"SGBMA","GBP","Active",0,0,0.75,"6months",NA,"ManGLGBalancedManagedFundProfAccC"
"747","FP Crux UK Fund B Acc","GB00B5839S67","CRUX",58,"Financial Services","UK Large-Cap Growth Equity","UK Equity",0.99,9.8,0.96,NA,20.87,13.97,4.02,4.28,20.11,"WBUBA","GBP","Active",0,0,0.75,"6months",NA,"FPCruxUKFundBAcc"
"748","Henderson Global Equity Income Fund I Inc","GB0031263899","Henderson",820,"Financial Services","Global Equity Income","Global Equity Income",1.33,10,0.85,NA,26.9,11.04,7.11,13.41,20.11,"HDGEI","GBP","Active",0,0,0.75,"Quarter",NA,"HendersonGlobalEquityIncomeFundIInc"
"749","FP Crux UK Fund B Income","GB00B05MF837","CRUX",58,"Financial Services","UK Large-Cap Growth Equity","UK Equity",0.99,9.81,0.96,NA,20.68,13.99,4.02,4.27,20.12,"WBUBI","GBP","Active",0,0,0.75,"6months",NA,"FPCruxUKFundBIncome"
"750","iShares MSCI Australia UCITS ETF USD Acc (GBP)","IE00B5377D42","IShares",739,"Financial Services","","",0.5,16.48,0.5,3,13.41,6.72,-7.23,13.22,20.12,"XCAUA","GBP","Passive",0,0,0.5,"1year",NA,"iSharesMSCIAustraliaUCITSETFUSDAcc(GBP)"
"751","Liontrust UK Growth Fund I - Inc","GB00B56BDS09","Liontrust",292,"Industrials","UK Flex-Cap Equity","UK",1.2,9.75,0.89,4,18.01,11.83,6.41,9.12,20.13,"LTUGI","GBP","Active",0,0,0.75,"1year",NA,"LiontrustUKGrowthFundI-Inc"
"752","Matthews Pacific Tiger I Accumulation Gbp","LU0594555756","Matthews Asia",339,"Consumer Defensive","Asia ex Japan Equity","Asia Pacific Equity excl Japan",1,14.49,1.5,4,15.02,3.88,17.19,10.03,20.13,"MTPTA","GBP","Active",0,0,0.75,"1year",NA,"MatthewsPacificTigerIAccumulationGbp"
"753","Matthews Pacific Tiger I Distribution Gbp","LU0594555830","Matthews Asia",339,"Consumer Defensive","Asia ex Japan Equity","Asia Pacific Equity excl Japan",NA,NA,1.5,NA,NA,NA,NA,9.76,20.13,"MTPTI","GBP","Active",0,0,0.75,"1year",NA,"MatthewsPacificTigerIDistributionGbp"
"754","Henderson Global Equity Income Fund I Acc","GB00BFDTFV49","Henderson",820,"Financial Services","Global Equity Income","Global Equity Income",1.33,10,0.85,NA,25.75,10.46,7.1,13.44,20.13,"NSGIA","GBP","Active",0,0,0.75,"Quarter",NA,"HendersonGlobalEquityIncomeFundIAcc"
"755","Jupiter Global Managed Fund I Class Inc","GB00B8JYWW47","Jupiter",320,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.24,10.01,0.99,NA,27.11,6.32,9.37,10.11,20.15,"JUGDI","GBP","Active",0,0,0.75,"1year",NA,"JupiterGlobalManagedFundIClassInc"
"756","Rathbone Income Inst Inc","GB00B7FQLQ43","Rathbones",1421,"Consumer Cyclical","UK Equity Income","UK Equity Income",1.07,8.81,0.79,4,26.35,13.46,9.12,1.41,20.15,"RAISI","GBP","Active",0,0,0.75,"6months",NA,"RathboneIncomeInstInc"
"757","Jupiter Global Managed Fund I Class Acc","GB00B6QMY217","Jupiter",320,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.24,10.01,0.99,NA,27.41,6.31,9.36,10.1,20.17,"JUGDA","GBP","Active",0,0,0.75,"1year",NA,"JupiterGlobalManagedFundIClassAcc"
"758","Kames Global Equity Income Fund class B Acc","IE00BF5SVX39","Kames",414,"Financial Services","Global Equity - Currency Hedged","Global Equity",1.36,9.87,0.84,NA,NA,NA,5.92,14.99,20.18,"AEGEA","GBP","Active",0,0,0.8,"Quarter",NA,"KamesGlobalEquityIncomeFundclassBAcc"
"759","Rathbone Income Inst Acc","GB00B3Q9WG18","Rathbones",1421,"Consumer Cyclical","UK Equity Income","UK Equity Income",1.06,8.8,0.79,4,26.04,13.44,9.04,1.42,20.18,"RAISA","GBP","Active",0,0,0.75,"6months",NA,"RathboneIncomeInstAcc"
"760","JPM US Equity Income Fund C - Net Income","GB00B3FJQ599","J.P. Morgan Asset Management",3709,"Financial Services","US Large-Cap Value Equity","North America",1.36,12.16,0.93,3,27.73,7.65,12.85,20.04,20.18,"SPUII","GBP","Active",0,0,0.75,"Quarter",NA,"JPMUSEquityIncomeFundC-NetIncome"
"761","Artemis Income Fund Class I Acc","GB00B2PLJH12","Artemis",6471,"Financial Services","UK Equity Income","UK Equity Income",0.98,8.81,0.79,NA,22.2,12.51,6.58,0,20.18,"ATIFA","GBP","Active",0,0,0.75,"6months",NA,"ArtemisIncomeFundClassIAcc"
"762","Artemis Income Fund Class I Inc","GB00B2PLJJ36","Artemis",6471,"Financial Services","UK Equity Income","UK Equity Income",0.98,8.81,0.79,NA,22.21,12.51,6.58,0.01,20.19,"ATCII","GBP","Active",0,0,0.75,"6months",NA,"ArtemisIncomeFundClassIInc"
"763","Kames Global Equity Income Fund class B Inc","IE00BF5SVZ52","Kames",414,"Financial Services","Global Equity - Currency Hedged","Global Equity",1.36,9.87,0.84,NA,NA,NA,5.9,15,20.2,"AEGEI","GBP","Active",0,0,0.8,"Quarter",NA,"KamesGlobalEquityIncomeFundclassBInc"
"764","SLI Japanese Equity Growth Plat 1 Acc","GB00B76C7M93","Standard Life",311,"Industrials","Japan Large-Cap Equity","Japan Equity",0.98,13.39,0.92,NA,26.6,0.18,13.7,9.5,20.21,"SLJPA","GBP","Active",0,0,0.75,"1year",NA,"SLIJapaneseEquityGrowthPlat1Acc"
"765","HSBC FTSE 100 Index Fund Inc C","GB00B80QD042","HSBC",748,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.67,10.12,0.18,NA,15.95,11.6,0.97,0.33,20.21,"HCOII","GBP","Passive",0,0,0.1,"6months",NA,"HSBCFTSE100IndexFundIncC"
"766","JPM US Equity Income Fund C - Net Accumulation","GB00B3FJQ482","J.P. Morgan Asset Management",3709,"Financial Services","US Large-Cap Value Equity","North America",1.36,12.16,0.93,3,27.6,7.7,12.79,20.06,20.21,"SPUIA","GBP","Active",0,0,0.75,"Quarter",NA,"JPMUSEquityIncomeFundC-NetAccumulation"
"767","HSBC FTSE 100 Index Fund Acc C","GB00B80QFR50","HSBC",748,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.67,10.12,0.18,NA,16,11.5,1,0.38,20.24,"HCOIA","GBP","Passive",0,0,0.1,"6months",NA,"HSBCFTSE100IndexFundAccC"
"768","Threadneedle UK Select Fund RDR Z Inc","GB00B8374670","Columbia Threadneedle",439,"Financial Services","UK Large-Cap Blend Equity","UK Equity",1.01,9.62,0.88,NA,22.01,17.12,10.36,-0.54,20.29,"THUKZ","GBP","Active",0,0,0.75,"6months",NA,"ThreadneedleUKSelectFundRDRZInc"
"769","M&G Dividend Fund I Inc","GB00B6T64N15","M&G",1369,"Financial Services","UK Equity Income","UK Equity Income",0.86,9.75,0.9,NA,16.4,9.99,8.63,-1.58,20.31,"MGDDI","GBP","Active",0,0,0.75,"6months",NA,"M&GDividendFundIInc"
"770","Lazard UK Omega C Acc","GB00B8HKDX21","Lazard",154,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.96,9.53,0.81,NA,22.75,18.26,10.21,-2.82,20.33,"LZOMA","GBP","Active",0,0,0.75,"6months",NA,"LazardUKOmegaCAcc"
"771","CF Canlife North American Fund C Acc","GB00B73N3278","Canada Life",210,"Financial Services","US Large-Cap Blend Equity","North American Equity",1.42,11.78,0.83,NA,24,8.05,11.58,24.44,20.33,"CNNAA","GBP","Active",0,0,0.75,"6months",NA,"CFCanlifeNorthAmericanFundCAcc"
"772","Temple Bar Investment Trust Plc","GB0008825324","Investec Fund Managers Ltd",490,"Financial Services","UK Large-Cap Value Equity","UK Equity",0.8,9.62,0.49,4,29.17,11.83,2.85,-1.47,20.33,"TMPLL","GBP","Active",0.5,0,0.35,"Quarter",NA,"TempleBarInvestmentTrustPlc"
"773","M&G Dividend Fund I Acc","GB00B7BX4821","M&G",1369,"Financial Services","UK Equity Income","UK Equity Income",0.86,9.75,0.9,NA,16.34,9.99,8.61,-1.58,20.33,"MGDDA","GBP","Active",0,0,0.75,"6months",NA,"M&GDividendFundIAcc"
"774","iShares 100 UK Equity Tracker Fund D Acc","GB00B7W4GQ69","BlackRock",999,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.7,9.98,0.06,3,16.73,11.83,1,0.69,20.35,"MCOUA","GBP","Passive",0,0,0.05,"6months",NA,"iShares100UKEquityTrackerFundDAcc"
"775","Jupiter Asian Income Fund I Class Inc","GB00BZ2YMT70","Jupiter",515,"Technology","","",NA,NA,0.98,NA,NA,NA,NA,NA,20.36,"JUIAI","GBP","Active",0,0,0.75,"Quarter",NA,"JupiterAsianIncomeFundIClassInc"
"776","Natixis Loomis Sayles Strategic Income Fund N/D (GBP)","GB00B9D7KY41","NGAM",18,"Technology","","",1.38,9.35,0.75,NA,NA,NA,2.61,16.68,20.37,"NTSNI","GBP","Active",0,0,0.75,"1month",NA,"NatixisLoomisSaylesStrategicIncomeFundN/D(GBP)"
"777","SLI Global Advantage Plat 1 Inc","GB00B7CQ5768","Standard Life",581,"Financial Services","","",1.02,8.98,0.66,NA,19.15,10.06,7.12,0.76,20.37,"SLGAV","GBP","Active",0,0,0.5,"6months",NA,"SLIGlobalAdvantagePlat1Inc"
"778","SLI Global Advantage Plat 1 Acc","GB00B5VBS792","Standard Life",581,"Financial Services","","",1.05,8.79,0.66,NA,19.27,10.08,7.2,0.88,20.37,"SLIGA","GBP","Active",0,0,0.5,"6months",NA,"SLIGlobalAdvantagePlat1Acc"
"779","AXA Ethical Distribution Z Inc","GB00B3FKKK57","AXA IM",219,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.17,7.23,0.78,NA,17.27,6.29,11.02,-4.39,20.38,"AXEDI","GBP","Active",0,0,0.75,"6months",NA,"AXAEthicalDistributionZInc"
"780","The Merchants Trust PLC","GB0005800072","Allianz Global Investors",386,"Financial Services","UK Large-Cap Value Equity","UK Equity",0.51,11.77,0.6,NA,27.4,12.48,0.79,-4.9,20.4,"MRCHL","GBP","Active",0.5,0,0.35,"Quarter",NA,"TheMerchantsTrustPLC"
"781","Invesco Perpetual European High Income Y Inc","GB00BJ04G735","Invesco Perpetual",25,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.37,6.7,0.78,NA,NA,NA,0.7,5.72,20.42,"IEHYI","GBP","Active",0,0,0.78,"1month",NA,"InvescoPerpetualEuropeanHighIncomeYInc"
"782","Jupiter Responsible Income Fund I Class Inc","GB00B5ZWNT55","Jupiter",71,"Financial Services","UK Equity Income","UK Equity Income",0.6,9.61,0.94,NA,24.63,13.31,9.44,-9.79,20.42,"JURII","GBP","Active",0,0,0.75,"6months",NA,"JupiterResponsibleIncomeFundIClassInc"
"783","Lazard UK Omega C Inc","GB00B87ZL660","Lazard",154,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.97,9.51,0.8,NA,NA,18.32,10.24,-2.83,20.42,"LZOMI","GBP","Active",0,0,0.75,"6months",NA,"LazardUKOmegaCInc"
"784","Jupiter Asian Income Fund I Class Acc","GB00BZ2YND85","Jupiter",515,"Technology","","",NA,NA,0.98,NA,NA,NA,NA,NA,20.42,"JUIAA","GBP","Active",0,0,0.75,"Quarter",NA,"JupiterAsianIncomeFundIClassAcc"
"785","Jupiter Responsible Income Fund I Class Acc","GB00B40TGH32","Jupiter",71,"Financial Services","UK Equity Income","UK Equity Income",0.6,9.61,0.94,NA,24.66,13.33,9.41,-9.77,20.45,"JURIA","GBP","Active",0,0,0.75,"6months",NA,"JupiterResponsibleIncomeFundIClassAcc"
"786","Threadneedle UK Equity Income RDR Z Acc","GB00B888FR33","Columbia Threadneedle",4179,"Industrials","UK Equity Income","UK Equity Income",1.04,9.12,0.82,NA,24.22,18.89,5.56,3.31,20.46,"THQAZ","GBP","Active",0,0,0.75,"Quarter",NA,"ThreadneedleUKEquityIncomeRDRZAcc"
"787","Threadneedle UK Equity Income RDR Z Inc","GB00B8169Q14","Columbia Threadneedle",4179,"Industrials","UK Equity Income","UK Equity Income",1.05,9.12,0.82,NA,24.13,18.89,5.59,3.32,20.46,"THQIZ","GBP","Active",0,0,0.75,"Quarter",NA,"ThreadneedleUKEquityIncomeRDRZInc"
"788","Henderson UK Index Fund A Inc","GB0033389353","Henderson",257,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.74,9.53,0.7,NA,17.62,11.88,2.72,-1.15,20.49,"GAUKI","GBP","Passive",0,0,0.5,"6months",NA,"HendersonUKIndexFundAInc"
"789","BlackRock UK Income S Acc","GB00BK1PJS47","BlackRock",364,"Consumer Defensive","UK Equity Income","UK Equity Income",NA,NA,0.8,NA,NA,NA,NA,-0.71,20.49,"MCKSA","GBP","Active",0,0,0.67,"Quarter",NA,"BlackRockUKIncomeSAcc"
"790","Invesco Perpetual European High Income Y Acc","GB00BJ04G628","Invesco Perpetual",25,"Financial Services","GBP Moderate Allocation","Mixed Assets - Balanced",1.38,6.64,0.78,NA,NA,NA,0.7,5.71,20.51,"IEHYA","GBP","Active",0,0,0.78,"1month",NA,"InvescoPerpetualEuropeanHighIncomeYAcc"
"791","Margetts Opes Growth Fund R Acc","GB00B4XW1411","Margetts",15,"Financial Services","","",1.26,9.65,1.62,NA,18.14,9.25,9.47,9.21,20.53,"MROGA","GBP","Active",0,0,0.75,"6months",NA,"MargettsOpesGrowthFundRAcc"
"792","Liontrust Sustainable Future Managed Fund Class 6 Net Accumulation","GB00B8FDBQ23","Liontrust",335,"Financial Services","","",1.29,8.65,0.85,NA,NA,9.64,10.53,2.76,20.54,"ALFTA","GBP","Active",0,0,0.75,"6months",NA,"LiontrustSustainableFutureManagedFundClass6NetAccumulation"
"793","BlackRock UK Income S Inc","GB00BK1PK369","BlackRock",364,"Consumer Defensive","UK Equity Income","UK Equity Income",NA,NA,0.8,NA,NA,NA,NA,-0.69,20.56,"MCKSI","GBP","Active",0,0,0.67,"Quarter",NA,"BlackRockUKIncomeSInc"
"794","Henderson UK Strategic Income Unit Trust Inc","GB00B19FM846","Henderson",11,"Financial Services","","",0.89,9.15,1.71,NA,19.58,8.83,6.74,-1.34,20.58,"NSMIP","GBP","Active",0,0,1.5,"Quarter",4.6,"HendersonUKStrategicIncomeUnitTrustInc"
"795","JPM UK Equity Growth Fund C - Net Accumulation","GB00B3FJQD79","J.P. Morgan Asset Management",261,"Financial Services","UK Flex-Cap Equity","UK Equity",1.23,8.47,0.93,NA,26.1,16.67,8.08,2.8,20.58,"SPSTA","GBP","Active",0,0,0.75,"1year",NA,"JPMUKEquityGrowthFundC-NetAccumulation"
